80,4.9444,259.49,19.783
80,5.5071,269,32
80,10.185,21.475,52.737
80,5.8161,37.5,61.843
80,8.131,322,78.51
80,5.8029,19.514,69.705
80,9.55,273.5,104.62
80,6.2216,156.94,140.04
80,12.291,223.33,174.03
80,14.522,250.56,182.79
80,11.006,284.9,192.71
80,5.4163,31.5,189.47
80,0.24228,137.04,202.03
80,6.8594,132.89,210.4
80,5.8068,81.855,223.52
80,6.5463,524.01,230.78
80,6.2063,290.56,233.82
80,1.6821,185.67,230
80,14.674,334.11,243.79
80,14.191,307.57,234.86
80,5.8671,240.56,252.87
80,17.203,198.83,258.38
80,11.849,296.67,260.02
80,6.9617,126.17,270.64
80,3.8288,447.27,265
80,5.1756,49.951,270.31
80,6.8216,146.41,279.05
80,5.3507,153.5,281.97
80,6.2682,372.58,282.32
80,3.5623,470.01,284.82
80,3.4145,388.97,288.09
80,23.628,317.75,300.3
80,4.9517,125.96,292.96
80,1.2622,468,292.34
80,10.016,314,303.03
80,0.76138,325.25,307.67
80,2.0793,323.05,314.1
80,1.7803,441.46,316.89
100,18.493,85.688,309.11
100,18.118,122.69,319.46
100,6.1988,226.47,7
100,10.16,162.5,19
100,9.6488,191.67,22.098
100,6.0329,296.5,48
100,6.4443,306.29,53.344
100,9.2945,293.85,111.77
100,11.724,330.51,111
100,7.5218,77.223,115.37
100,7.5557,87.5,119.64
100,13.414,132.48,140.73
100,10.135,148.47,153
100,6.3211,85.771,160.94
100,6.6012,205.89,176.39
100,10.358,165.53,179.58
100,9.2826,66,212.37
100,18.937,155.56,210.25
100,2.6618,334.49,220.7
100,13.178,97.605,220.17
100,10.697,242.07,235.43
100,13.915,54.385,237
100,9.2971,427.93,253.5
100,20.151,104.46,256.24
100,5.0078,419.37,278.5
100,5.6315,355.86,280
100,20.072,94.718,282.24
100,7.907,347.5,289.56
100,15.46,187.39,285.89
100,7.8589,473.4,299.5
100,6.0984,54,302.99
100,8.5412,366.31,308.5
120,3.7468,217,1
120,5.0281,58.04,319.5
120,7.8786,209.26,20.131
120,10.409,216.07,51.653
120,8.1203,316.16,60.465
120,7.982,317,97.98
120,6.6185,40.382,163.73
120,13.479,45.127,179.4
120,19.214,192.79,191.46
120,16.131,118.61,200.18
120,6.3982,142,229
120,9.036,157.45,241.13
120,6.4558,429.49,241.75
120,17.458,357.19,252.51
120,15.485,174.69,248.99
120,5.9191,35,253.95
120,4.5677,424.07,266.27
120,10.294,101.97,276.67
120,13.558,167.92,278.93
120,11.406,423.59,309.42
120,4.2335,463.5,300.45
120,5.147,16.008,306.54
120,14.956,154.81,305.03
120,4.4752,63.392,313.66
140,7.7693,383.97,317.97
140,9.5924,449.28,312.05
140,11.874,241.46,24.351
140,7.833,302.01,93
140,17.864,244.97,212.79
140,17.783,24.894,229.25
140,16.036,118.82,228.85
140,12.199,99.822,250.51
140,15.014,386.18,264.25
140,6.5426,91.683,288.04
160,9.2928,169,58.051
160,16.873,137.53,172.37
160,14.345,220.37,234.35
160,7.7832,12.5,246.43
160,9.8125,114.03,259.61
160,15.552,478.3,269.9
160,7.1218,177.72,304
180,10.471,230.64,66.203
180,7.0018,97.508,187.35
180,16.581,218.9,203.28
180,6.7745,203.45,236.62
180,7.3681,141.01,243.51
180,8.5633,450.95,255.29
180,8.708,19.5,258.49
180,7.8318,230.2,273.31
200,17.517,69.104,148.3
200,10.743,143.22,264.05
200,2.8968,397.98,319.5
220,8.9545,210.84,74.938
220,7.3174,434.97,287.85
220,9.1261,451.47,293.5
220,17.208,405.51,299.79
240,8.1525,78.472,241.5
240,9.5035,403.81,269.08
260,8.868,197.87,43.842
260,10.892,114.5,161.04
260,6.6375,64.74,172.51
280,13.46,382.5,302
320,8.4352,267.53,82
